"num","classifier","noun","sent_num","cl_token_num","noun_token_num","file_name","cl_freq_for_noun","cl_prop_for_noun"
"一","场","情",15874,55,59,"010801.csv",35,0.088
"一","张","皮",15880,22,26,"010801.csv",145,0.553
"一","个","美人",15884,19,23,"010801.csv",75,0.54
"两","部","电影",15886,31,32,"010801.csv",6954,0.89
"一","个","小组",15900,27,29,"010801.csv",5261,0.944
"十","名","人才",15926,20,22,"010801.csv",328,0.369
"多","家","单位",15927,17,18,"010801.csv",3988,0.373
"十","位","大师",15928,8,14,"010801.csv",580,0.613
"多","个","集聚区",15936,11,15,"010801.csv",24,0.923
"一","封","邮件",15938,16,17,"010801.csv",744,0.758
"一","封","邮件",15940,10,11,"010801.csv",744,0.758
"一","个","表格",15946,43,47,"010801.csv",91,0.279
"一","件","麻烦",15946,10,11,"010801.csv",9,0.047
"一","个","工具",15948,9,13,"010801.csv",864,0.776
"一","个","隐患",15951,9,13,"010801.csv",212,0.665
"一","家","公司",15953,17,22,"010801.csv",70737,0.854
"一","名","男子",15985,17,18,"010801.csv",11247,0.8
"一","个","容量",15989,42,43,"010801.csv",101,0.384
"一","个","司机",15990,26,31,"010801.csv",479,0.167
"一","个","袋子",15995,10,11,"010801.csv",298,0.884
"两","个","女儿",16002,5,6,"010801.csv",3263,0.904
"一","项","工作",16016,7,11,"010801.csv",3769,0.395
"一","个","人",16039,10,11,"010801.csv",77696,0.793
"一","个","人心",16043,16,17,"010801.csv",13,0.317
"首","辆","型车",16057,16,19,"010801.csv",17,0.415
"２","个","发电机",16069,28,35,"010801.csv",70,0.094
"１．７万","台","发电机",16069,33,35,"010801.csv",630,0.85
"３０","个","核反应堆",16069,24,25,"010801.csv",47,0.423
"四","家","发起人",16075,26,27,"010801.csv",50,0.42
"一","个","自然人",16082,7,8,"010801.csv",142,0.3
"第一","个","任期",16087,4,7,"010801.csv",262,0.946
"５０","家","企业",16091,7,13,"010801.csv",34585,0.759
"一","份","大礼",16112,19,21,"010801.csv",314,0.744
"一","个","通道",16115,35,46,"010801.csv",801,0.281
"３","份","报告",16117,24,25,"010801.csv",8470,0.768
"一","个","因素",16124,15,20,"010801.csv",7457,0.929
"一","个","镜",16125,23,25,"010801.csv",21,0.447
"一","个","镜",16126,38,42,"010801.csv",21,0.447
"１１","家","滑雪场",16127,5,6,"010801.csv",47,0.439
"１５","名","干警",16135,15,17,"010801.csv",663,0.895
"一","段","日子",16148,24,25,"010801.csv",591,0.28
"一","个","队员",16155,10,17,"010801.csv",1346,0.102
"一","段","时间",16174,3,4,"010801.csv",29750,0.934
"百万","辆","大关",16220,42,43,"010801.csv",422,0.673
"首","个","销量",16220,37,39,"010801.csv",105,0.104
"３０００","辆","差距",16224,12,15,"010801.csv",56,0.099
"１５","名","犯人",16233,17,18,"010801.csv",265,0.86
"一","个","办法",16236,49,52,"010801.csv",2147,0.925
"一","名","受害者",16237,9,14,"010801.csv",250,0.495
"一","条","瀑布",16267,32,33,"010801.csv",22,0.195
"一","首","歌",16272,42,45,"010801.csv",2679,0.947
"一","个","支持",16283,13,14,"010801.csv",167,0.393
"五","名","立委",16290,42,44,"010801.csv",65,0.419
"一","位","专家",16301,4,5,"010801.csv",6375,0.611
"第一","个","基金",16304,19,22,"010801.csv",1203,0.068
"第一","个","协会",16306,41,44,"010801.csv",647,0.737
"一","个","基金",16306,15,17,"010801.csv",1203,0.068
"一","位","负责人",16309,6,7,"010801.csv",3672,0.638
"１４０多","个","协议",16371,8,9,"010801.csv",670,0.179
"一","个","结果",16409,22,23,"010801.csv",2518,0.619
"一","项","调查",16428,11,13,"010801.csv",4789,0.67
"三","个","候选人",16429,5,6,"010801.csv",333,0.135
"２","场","收获",16431,49,51,"010801.csv",27,0.095
"２８","场","比赛",16431,31,34,"010801.csv",68993,0.883
"一","名","球员",16431,15,17,"010801.csv",16827,0.689
"２５","场","联赛",16431,42,43,"010801.csv",2074,0.631
"１","场","联赛杯",16431,56,57,"010801.csv",43,0.506
"三","项","赛事",16432,11,12,"010801.csv",3836,0.661
"５","个","进球",16440,2,3,"010801.csv",10851,0.598
"六","个","委员会",16444,20,22,"010801.csv",1298,0.804
"１３","件","议案",16445,20,21,"010801.csv",117,0.079
"７","件","议案",16445,27,28,"010801.csv",117,0.079
"一","个","女的",16447,19,21,"010801.csv",249,0.886
"两","项","调查",16454,3,6,"010801.csv",4789,0.67
"两","所","学院",16456,15,16,"010801.csv",572,0.511
"两","项","民调",16456,8,12,"010801.csv",163,0.66
"两","项","民调",16459,9,10,"010801.csv",163,0.66
"两","所","学院",16460,2,3,"010801.csv",572,0.511
"一","个","利好",16474,9,10,"010801.csv",659,0.762
"一","条","信息",16484,9,13,"010801.csv",835,0.294
"一","项","举措",16485,7,8,"010801.csv",1462,0.636
"２","条","短信",16488,12,13,"010801.csv",2041,0.855
"第一","个","奖杯",16500,17,18,"010801.csv",555,0.314
"第一","个","奖杯",16500,29,30,"010801.csv",555,0.314
"好几","个","同学",16518,8,9,"010801.csv",1795,0.36
"几","所","学校",16519,10,11,"010801.csv",5884,0.713
"十","件","事",16532,23,24,"010801.csv",11023,0.951
"一","名","侍从",16535,14,16,"010801.csv",10,0.833
"一","个","男人",16537,22,25,"010801.csv",6654,0.945
"一","张","面容",16537,6,12,"010801.csv",9,0.257
"一","名","记者",16557,22,24,"010801.csv",4974,0.522
"一","名","记者",16559,5,7,"010801.csv",4974,0.522
"几","个","老外",16560,18,19,"010801.csv",149,0.503
"好几","个","球",16563,29,34,"010801.csv",7350,0.736
"第一","件","事情",16567,14,15,"010801.csv",6971,0.82
"一","条","瀑布",16575,32,33,"010801.csv",22,0.195
"一","首","歌",16580,42,45,"010801.csv",2679,0.947
"两","棵","树",16585,15,16,"010801.csv",577,0.742
"一","根","路灯",16585,6,7,"010801.csv",4,0.026
"多","辆","混凝土",16589,47,48,"010801.csv",25,0.221
"两","辆","车",16589,22,23,"010801.csv",8695,0.819
"多","部","车",16589,9,11,"010801.csv",380,0.036
"一","位","女子",16595,3,6,"010801.csv",594,0.113
"一","个","警察",16599,8,10,"010801.csv",449,0.108
"４","个","青年",16601,27,29,"010801.csv",607,0.254
"一","个","青年",16602,3,5,"010801.csv",607,0.254
"一","个","人",16608,8,12,"010801.csv",77696,0.793
"两","名","嫌疑人",16612,7,9,"010801.csv",4662,0.955
"２","个","小组",16623,11,12,"010801.csv",5261,0.944
"６","支","球队",16623,5,6,"010801.csv",18509,0.893
"两","支","队伍",16642,9,13,"010801.csv",7924,0.895
"两","名","强援",16646,12,14,"010801.csv",58,0.667
"一","个","尊严",16648,2,8,"010801.csv",34,0.63
"一","首","歌",16652,23,24,"010801.csv",2679,0.947
"一","首","歌曲",16655,17,19,"010801.csv",2119,0.705
"一","个","活动",16686,14,19,"010801.csv",2917,0.39
"一","个","行为",16686,23,26,"010801.csv",564,0.487
"两","个","处分",16707,13,14,"010801.csv",42,0.56
"一","个","真理",16709,10,12,"010801.csv",137,0.656
"两","个","处罚",16712,8,9,"010801.csv",34,0.102
"２１","家","银行",16720,13,15,"010801.csv",9552,0.881
"一","位","人士",16721,5,6,"010801.csv",16112,0.844
"一","份","声明",16744,4,5,"010801.csv",2617,0.808
"三","位","球员",16754,20,22,"010801.csv",3351,0.137
"三","位","球员",16755,8,10,"010801.csv",3351,0.137
"一","个","指标",16761,8,9,"010801.csv",2162,0.494
"第二","个","任期",16777,13,14,"010801.csv",262,0.946
"一","项","战略",16785,5,13,"010801.csv",273,0.306
"多","支","球队",16788,20,21,"010801.csv",18509,0.893
"一","名","射手",16801,6,7,"010801.csv",259,0.424
"第二","个","霸王",16801,38,41,"010801.csv",5,0.417
"多","家","外资",16833,12,13,"010801.csv",197,0.785
"一","家","券商",16834,17,21,"010801.csv",2555,0.882
"五","个","排名",16851,14,17,"010801.csv",175,0.327
"五","个","项目",16858,4,5,"010801.csv",27366,0.895
"一","颗","定心丸",16861,42,43,"010801.csv",442,0.855
"一","个","联赛",16864,11,12,"010801.csv",568,0.173
"一","个","公司",16865,11,13,"010801.csv",7730,0.093
"第一","个","俱乐部",16883,6,10,"010801.csv",796,0.191
"三四","个","电话",16914,17,18,"010801.csv",4559,0.706
"一","个","打击",16940,18,22,"010801.csv",674,0.854
"一","位","官员",16949,5,6,"010801.csv",3461,0.467
"一","段","时间",16956,25,26,"010801.csv",29750,0.934
"一","家","团圆",16962,6,7,"010801.csv",119,0.708
"９０多","颗","感冒",16966,27,28,"010801.csv",3,0.03
"一","个","背景",16987,24,26,"010801.csv",838,0.869
"３０００多","幅","图片",16995,16,17,"010801.csv",251,0.172
"一","件","事",16998,14,16,"010801.csv",11023,0.951
"７","家","机构",17002,32,35,"010801.csv",9296,0.596
"１６","个","部门",17002,7,8,"010801.csv",7038,0.853
"７９","个","城市",17003,6,7,"010801.csv",24790,0.866
"一","个","诺言",17010,31,32,"010801.csv",12,0.48
"９","家","机构",17012,21,22,"010801.csv",9296,0.596
"１５","家","机构",17019,2,3,"010801.csv",9296,0.596
"９","家","机构",17029,11,12,"010801.csv",9296,0.596
"９","家","机构",17032,2,3,"010801.csv",9296,0.596
"半","个","指头",17044,29,30,"010801.csv",171,0.777
"１０００","个","单位",17058,19,20,"010801.csv",5195,0.486
"２７０","宗","申请",17059,7,8,"010801.csv",62,0.086
"多","个","人",17062,12,14,"010801.csv",77696,0.793
"１０００","个","市区",17069,5,6,"010801.csv",180,0.891
"２７０","宗","申请",17069,30,31,"010801.csv",62,0.086
"一","个","精灵",17078,17,18,"010801.csv",57,0.77
"一","部","戏",17084,38,39,"010801.csv",1388,0.383
"４１","个","品种",17094,31,32,"010801.csv",3715,0.895
"６５","项","专利",17097,6,7,"010801.csv",840,0.875
"３","项","证书",17098,6,9,"010801.csv",35,0.074
"一","个","女婴",17110,2,7,"010801.csv",167,0.374
"一","名","女婴",17112,2,3,"010801.csv",271,0.606
"两","名","女子",17115,17,18,"010801.csv",3253,0.622
"两","名","女子",17118,15,16,"010801.csv",3253,0.622
"一","本","病历",17119,30,31,"010801.csv",23,0.264
"一","支","球队",17145,28,29,"010801.csv",18509,0.893
"两","场","比赛",17146,54,55,"010801.csv",68993,0.883
"一","个","再好",17148,24,27,"010801.csv",40,0.93
"一","只","脚",17149,24,25,"010801.csv",965,0.821
"两","座","球场",17152,27,28,"010801.csv",114,0.176
"一","所","小学",17180,9,11,"010801.csv",2653,0.83
"一","位","车主",17190,3,4,"010801.csv",396,0.541
"３３","场","比赛",17198,29,30,"010801.csv",68993,0.883
"３９","名","人员",17214,40,41,"010801.csv",20667,0.678
"１３","家","机构",17214,20,23,"010801.csv",9296,0.596
"一","个","选择",17222,36,38,"010801.csv",3221,0.927
"第一","项","赛事",17236,12,13,"010801.csv",3836,0.661
"一","件","新鲜事",17238,6,7,"010801.csv",75,0.938
"一","个","闹钟",17238,16,17,"010801.csv",66,0.846
"第一","个","发言",17241,5,6,"010801.csv",347,0.507
"一","片","掌声",17247,42,43,"010801.csv",506,0.671
"一","份","报告",17251,8,11,"010801.csv",8470,0.768
"四","位","学家",17252,11,15,"010801.csv",640,0.73
"第一","份","报告",17252,23,25,"010801.csv",8470,0.768
"一","起","事件",17264,10,14,"010801.csv",2714,0.53
"三","个","年级",17267,33,34,"010801.csv",293,0.852
"两","个","面包",17269,33,34,"010801.csv",135,0.333
"两","个","儿子",17282,22,24,"010801.csv",3811,0.918
"两","个","儿子",17284,42,44,"010801.csv",3811,0.918
"一","处","录音棚",17284,12,13,"010801.csv",17,0.436
"两","个","儿子",17286,22,23,"010801.csv",3811,0.918
"两","个","儿子",17287,2,3,"010801.csv",3811,0.918
"两","个","儿子",17298,38,39,"010801.csv",3811,0.918
"４","家","公司",17302,19,20,"010801.csv",70737,0.854
"４","个","项目",17302,35,36,"010801.csv",27366,0.895
"４","家","公司",17304,14,15,"010801.csv",70737,0.854
"一","名","通缉犯",17342,17,21,"010801.csv",35,0.875
"一","个","农民",17353,8,9,"010801.csv",735,0.366
"等多","个","项目",17361,18,19,"010801.csv",27366,0.895
"两","个","点",17377,13,15,"010801.csv",6343,0.938
"一","支","舰队",17390,17,22,"010801.csv",118,0.682
"四","个","目标",17392,11,13,"010801.csv",3723,0.758
"３０多","辆","自",17417,12,13,"010801.csv",32,0.604
"首","个","产品",17419,17,19,"010801.csv",2932,0.517
"１０","条","铁路",17431,14,15,"010801.csv",741,0.82
"３","个","中心",17432,22,23,"010801.csv",5367,0.693
"两","个","代售点",17447,9,11,"010801.csv",58,0.806
"一","栋","建筑",17458,23,26,"010801.csv",774,0.229
"三","栋","建筑",17458,17,26,"010801.csv",774,0.229
"三","栋","建筑",17458,11,26,"010801.csv",774,0.229
"一","个","酒店",17460,23,25,"010801.csv",629,0.116
"三","家","酒店",17461,8,10,"010801.csv",3988,0.735
"４２","个","车型",17467,33,34,"010801.csv",810,0.595
"一","场","比赛",17479,24,27,"010801.csv",68993,0.883
"两","位","姑娘",17480,4,5,"010801.csv",641,0.377
"第一","盘","比赛",17481,2,3,"010801.csv",4330,0.055
"第二","盘","比赛",17484,2,3,"010801.csv",4330,0.055
"一","个","半",17489,7,8,"010801.csv",6533,0.894
"多","项","内容",17517,66,67,"010801.csv",2021,0.581
"单","笔","金额",17590,15,17,"010801.csv",504,0.599
"一点一","滴","积累",17595,15,18,"010801.csv",29,0.269
"万","名","党员",17599,9,10,"010801.csv",1119,0.817
"５４","名","学生",17603,11,12,"010801.csv",13320,0.714
"三十","名","大学",17608,4,7,"010801.csv",448,0.112
"一","位","老师",17613,2,4,"010801.csv",2281,0.439
"一","个","标准",17616,5,7,"010801.csv",3176,0.691
"３","个","编码",17622,19,21,"010801.csv",31,0.492
"四","个","仪式",17629,32,33,"010801.csv",1283,0.738
"４","个","仪式",17631,10,11,"010801.csv",1283,0.738
"３","个","半",17631,36,37,"010801.csv",6533,0.894
"３","个","展示",17633,8,10,"010801.csv",153,0.841
"四","个","仪式",17634,17,18,"010801.csv",1283,0.738
"四","个","仪式",17642,8,9,"010801.csv",1283,0.738
"三","个","半",17642,14,15,"010801.csv",6533,0.894
"一","个","仪式",17644,12,16,"010801.csv",1283,0.738
"一","个","奥运会",17644,6,7,"010801.csv",862,0.303
"１０","个","人",17645,14,15,"010801.csv",77696,0.793
"一","名","男子",17646,22,27,"010801.csv",11247,0.8
"两","名","男子",17650,40,41,"010801.csv",11247,0.8
"一","处","草丛",17658,12,14,"010801.csv",4,0.182
"一","项","研究",17660,15,18,"010801.csv",2519,0.784
"两","名","学家",17661,14,16,"010801.csv",128,0.146
"一","场","深长",17675,6,10,"010801.csv",2,0.08
"一","份","报告",17697,3,4,"010801.csv",8470,0.768
"一","项","研究",17698,10,12,"010801.csv",2519,0.784
"２００万","个","变异",17701,15,17,"010801.csv",7,0.333
"１８","个","基因",17701,29,30,"010801.csv",298,0.839
"一","份","报告",17711,11,18,"010801.csv",8470,0.768
"一","名","官员",17713,2,5,"010801.csv",3435,0.464
"一","名","官员",17718,4,5,"010801.csv",3435,0.464
"４０","处","办公室",17719,12,14,"010801.csv",23,0.024
"一","位","官员",17720,2,11,"010801.csv",3461,0.467
"三","个","鼠",17765,62,64,"010801.csv",17,0.168
"一","个","故事",17766,6,7,"010801.csv",4623,0.77
"一","个","产品",17778,12,16,"010801.csv",2932,0.517
"一","家","旅行社",17780,3,4,"010801.csv",1784,0.937
"１．６万余","名","毕业生",17791,30,32,"010801.csv",1031,0.732
"７０００","名","大学生",17797,25,26,"010801.csv",1904,0.688
"２万","名","校长",17798,13,19,"010801.csv",145,0.295
"两","名","官",17809,48,50,"010801.csv",25,0.263
"一","个","人",17816,2,3,"010801.csv",77696,0.793
"一","个","自我",17817,51,54,"010801.csv",51,0.85
"一","个","人",17826,6,7,"010801.csv",77696,0.793
"一","颗","橄榄",17827,12,16,"010801.csv",3,0.2
"６","条","公路",17870,19,21,"010801.csv",2582,0.861
"一","家","组织",17880,7,16,"010801.csv",602,0.119
"一","项","活动",17904,19,21,"010801.csv",2431,0.325
"一","件","事",17908,12,17,"010801.csv",11023,0.951
"一","场","作秀",17914,17,19,"010801.csv",17,0.654
"一","场","欺骗",17914,26,27,"010801.csv",12,0.667
"三","位","乘务员",17943,45,46,"010801.csv",26,0.116
"１７","幢","室",17944,15,19,"010801.csv",11,0.05
"一","名","男子",17947,22,23,"010801.csv",11247,0.8
"一","番","分析",17959,17,18,"010801.csv",49,0.103
"两","场","比赛",17961,8,9,"010801.csv",68993,0.883
"两","场","比赛",17964,20,24,"010801.csv",68993,0.883
"４","场","胜利",17968,33,34,"010801.csv",8984,0.882
"四","个","分类",17991,49,50,"010801.csv",63,0.692
"一","份","声明",18010,9,10,"010801.csv",2617,0.808
"一","颗","心",18033,8,11,"010801.csv",1716,0.742
"２０８","个","协会",18038,7,9,"010801.csv",647,0.737
"多","家","成员",18038,46,47,"010801.csv",240,0.038
"两","重","天",18042,13,14,"010801.csv",901,0.633
"４９","家","投资者",18044,13,15,"010801.csv",571,0.213
"几","个","儿童",18064,19,20,"010801.csv",313,0.097
"一","名","男孩",18064,30,31,"010801.csv",763,0.24
"一","个","人",18075,16,17,"010801.csv",77696,0.793
"一","个","字形",18080,11,13,"010801.csv",112,0.855
"一","面","镜子",18110,15,16,"010801.csv",744,0.941
"一","面","镜子",18114,6,8,"010801.csv",744,0.941
"一","个","运动",18126,8,13,"010801.csv",360,0.181
"一","个","功能",18136,10,14,"010801.csv",630,0.537
"１","条","宽带",18155,18,19,"010801.csv",52,0.559
"２４","部","宽带",18155,13,19,"010801.csv",4,0.043
"一","位","代表",18169,2,4,"010801.csv",2297,0.235
"五","位","球手",18186,9,11,"010801.csv",269,0.46
"６","位","选手",18188,10,13,"010801.csv",5483,0.375
"五","位","球手",18191,9,11,"010801.csv",269,0.46
"１９","局","胜",18198,7,9,"010801.csv",185,0.365
"几","个","球手",18209,20,24,"010801.csv",125,0.214
"好几","场","战役",18227,3,5,"010801.csv",1525,0.944
"一","场","比赛",18232,20,21,"010801.csv",68993,0.883
"一","颗","心",18248,11,14,"010801.csv",1716,0.742
"两","枚","印章",18262,15,16,"010801.csv",35,0.385
"一","个","价钱",18268,30,32,"010801.csv",159,0.893
"一","笔","钱",18273,14,15,"010801.csv",897,0.091
"两","个","合同",18279,4,5,"010801.csv",648,0.154
"两","个","章",18279,14,15,"010801.csv",78,0.667
"几","个","面前",18281,6,8,"010801.csv",89,0.392
"千余","名","女生",18306,19,20,"010801.csv",1439,0.498
"一","名","女生",18307,5,10,"010801.csv",1439,0.498
"７","名","女生",18309,17,18,"010801.csv",1439,0.498
"一","名","女生",18310,2,9,"010801.csv",1439,0.498
"１３００","名","女生",18312,14,15,"010801.csv",1439,0.498
"一","名","女生",18327,12,13,"010801.csv",1439,0.498
"一","个","时期",18341,25,26,"010801.csv",5015,0.603
"几","名","队员",18350,34,35,"010801.csv",10832,0.822
"第一","个","空气",18369,8,12,"010801.csv",56,0.427
"两","个","专业",18376,18,19,"010801.csv",2220,0.801
"一","个","号",18385,24,26,"010801.csv",532,0.545
"一","段","时间",18389,20,21,"010801.csv",29750,0.934
"一","项","服务",18389,9,11,"010801.csv",706,0.409
"第一","缕","亮光",18392,13,18,"010801.csv",3,0.111
"一","个","市场",18453,30,34,"010801.csv",8475,0.877
"多","个","项目",18468,3,4,"010801.csv",27366,0.895
"一","张","银幕",18495,9,15,"010801.csv",12,0.06
"一","口","饮料",18497,8,9,"010801.csv",11,0.143
"两","根","香蕉",18508,18,19,"010801.csv",162,0.707
"一","根","香蕉",18509,3,4,"010801.csv",162,0.707
"一","项","表面",18519,11,13,"010801.csv",8,0.138
"１７５９","项","事项",18525,9,11,"010801.csv",113,0.398
"３８２","项","事项",18526,15,18,"010801.csv",113,0.398
"２７０","家","公司",18526,10,12,"010801.csv",70737,0.854
"９９","家","公司",18528,9,10,"010801.csv",70737,0.854
"３","家","公司",18530,22,23,"010801.csv",70737,0.854
"四","家","公司",18535,13,14,"010801.csv",70737,0.854
"两","家","公司",18535,34,36,"010801.csv",70737,0.854
"２３","家","公司",18538,4,6,"010801.csv",70737,0.854
"７","家","公司",18539,4,5,"010801.csv",70737,0.854
"３","家","公司",18541,11,12,"010801.csv",70737,0.854
"一","阵","风浪",18542,35,36,"010801.csv",10,0.526
"２９","家","公司",18546,4,6,"010801.csv",70737,0.854
"９","家","公司",18547,5,6,"010801.csv",70737,0.854
"５","家","公司",18551,7,9,"010801.csv",70737,0.854
"一","段","时间",18554,2,3,"010801.csv",29750,0.934
"第二","家","企业",18561,30,38,"010801.csv",34585,0.759
"２０多","家","经销商",18575,20,21,"010801.csv",799,0.55
"一","条","捷径",18579,20,25,"010801.csv",295,0.743
"一","道","选择题",18581,26,27,"010801.csv",141,0.59
"第一","条","环线",18588,2,3,"010801.csv",75,0.882
"几","个","城市",18590,15,16,"010801.csv",24790,0.866
"一","条","环线",18591,8,9,"010801.csv",75,0.882
"一","条","线",18596,10,13,"010801.csv",2995,0.686
"一","个","批文",18600,26,27,"010801.csv",32,0.451
"一","个","半",18610,13,14,"010801.csv",6533,0.894
"一","座","机库",18613,6,11,"010801.csv",28,0.571
"一","个","世界",18628,7,8,"010801.csv",2446,0.897
"１８００万","名","宝宝",18629,19,23,"010801.csv",46,0.067
"５","个","奥运",18643,46,47,"010801.csv",1692,0.391
"４０００多","个","孩子",18643,40,41,"010801.csv",15623,0.864
"３０００多","名","孩子",18643,30,31,"010801.csv",1850,0.102
"１０００多","个","孩子",18644,22,23,"010801.csv",15623,0.864
"两","位","选手",18671,33,35,"010801.csv",5483,0.375
"第三","位","主角",18673,18,19,"010801.csv",1233,0.727
"一","块","敲门砖",18675,17,18,"010801.csv",25,0.781
"一","个","奇迹",18682,7,8,"010801.csv",1843,0.914
"单","笔","金额",18725,4,6,"010801.csv",504,0.599
"７４３","名","政府",18730,6,12,"010801.csv",58,0.026
"１００","所","小学",18740,20,21,"010801.csv",2653,0.83
"几","项","服务",18756,22,24,"010801.csv",706,0.409
"一","个","屏幕",18761,20,24,"010801.csv",238,0.623
"３","个","人",18770,27,28,"010801.csv",77696,0.793
"一","片","声",18779,5,7,"010801.csv",836,0.825
"几","个","同事",18807,13,14,"010801.csv",762,0.32
"几","家","饭店",18821,5,6,"010801.csv",1259,0.848
"２１","场","德比",18829,8,9,"010801.csv",457,0.954
"０","场","胜利",18829,12,13,"010801.csv",8984,0.882
"一","项","冠军",18832,29,30,"010801.csv",1404,0.105
"几","缕","牛奶",18844,12,18,"010801.csv",3,0.062
"两","个","喇叭",18847,12,13,"010801.csv",62,0.827
"一","座","温室",18873,23,24,"010801.csv",16,0.25
"一","座","温室",18876,30,31,"010801.csv",16,0.25
"９","粒","进球",18910,12,13,"010801.csv",6888,0.379
"一","段","风采",18915,16,23,"010801.csv",6,0.14
"多","名","突击队员",18922,10,11,"010801.csv",423,0.964
"４６","名","干部",18928,15,16,"010801.csv",3780,0.688
"１８","名","干部",18929,7,9,"010801.csv",3780,0.688
"一","份","答卷",18937,38,41,"010801.csv",1057,0.925
"一","个","诚意",18972,47,48,"010801.csv",10,0.417
"９０","个","奖项",18977,15,17,"010801.csv",1455,0.895
"百万","辆","产量",18978,25,26,"010801.csv",75,0.296
"１２０","家","多",18985,19,21,"010801.csv",255,0.09
"４０","家","门店",18985,29,30,"010801.csv",2570,0.93
"８","家","门店",18986,53,54,"010801.csv",2570,0.93
"８","家","门店",18988,7,8,"010801.csv",2570,0.93
"一","家","门店",18990,6,8,"010801.csv",2570,0.93
"第一","个","大盘",19007,5,7,"010801.csv",206,0.741
"一","根","阳",19013,8,9,"010801.csv",86,0.796
"一","个","重点",19017,33,34,"010801.csv",1209,0.842
"一","场","暴雪",19038,4,6,"010801.csv",95,0.979
"一","个","考验",19038,11,14,"010801.csv",1240,0.676
"一","场","考验",19041,30,31,"010801.csv",493,0.269
"第一","缕","阳光",19049,42,43,"010801.csv",189,0.61
"一","场","范围",19053,20,22,"010801.csv",174,0.173
"１９","场","比赛",19054,24,25,"010801.csv",68993,0.883
"２００多","支","队伍",19056,30,32,"010801.csv",7924,0.895
"两","个","比赛",19062,20,23,"010801.csv",1970,0.025
"首","个","球",19063,39,41,"010801.csv",7350,0.736
"一","名","球员",19067,10,13,"010801.csv",16827,0.689
"一","名","射手",19069,65,68,"010801.csv",259,0.424
"３４","部","戏",19087,9,10,"010801.csv",1388,0.383
"几","个","剧目",19090,17,19,"010801.csv",118,0.252
"第一","个","任务",19103,14,29,"010801.csv",1779,0.274
"七八","个","队长",19103,7,9,"010801.csv",113,0.247
"第五","场","比赛",19109,16,17,"010801.csv",68993,0.883
"５","名","球员",19111,9,10,"010801.csv",16827,0.689
"３","场","比赛",19115,8,9,"010801.csv",68993,0.883
"一","个","因素",19128,12,14,"010801.csv",7457,0.929
"一","位","高管",19136,2,9,"010801.csv",1200,0.514
"一","个","噩耗",19144,17,18,"010801.csv",103,0.873
"一","名","女子",19148,2,3,"010801.csv",3253,0.622
"１","名","护士",19150,5,8,"010801.csv",973,0.605
"两","个","妓女",19152,30,31,"010801.csv",196,0.393
"５","名","妓女",19153,31,32,"010801.csv",207,0.415
"首","场","胜利",19153,45,46,"010801.csv",8984,0.882
"９","名","球员",19171,22,24,"010801.csv",16827,0.689
"两","名","计划",19171,30,31,"010801.csv",202,0.034
"一","个","助攻",19173,13,14,"010801.csv",762,0.934
"一","个","进球",19173,17,18,"010801.csv",10851,0.598
"两","个","边路",19184,3,4,"010801.csv",1014,0.945
"两","名","球员",19188,25,26,"010801.csv",16827,0.689
"两","个","后卫",19197,2,4,"010801.csv",771,0.277
"一","则","公告",19203,10,11,"010801.csv",473,0.39
"几","个","协会",19210,15,18,"010801.csv",647,0.737
"一","家","企业",19221,2,4,"010801.csv",34585,0.759
"２００多","名","代表",19222,16,19,"010801.csv",4920,0.503
"三","个","可能性",19232,35,36,"010801.csv",172,0.675
"第一","个","可能性",19233,2,4,"010801.csv",172,0.675
"一","本","笔记",19255,6,9,"010801.csv",47,0.475
"一","本","记事本",19260,8,9,"010801.csv",11,0.073
"一","名","同学",19269,4,8,"010801.csv",1972,0.396
"一","个","焦点",19292,22,23,"010801.csv",585,0.932
"３","个","名额",19308,36,37,"010801.csv",3843,0.953
"第三","个","名额",19308,44,45,"010801.csv",3843,0.953
"第一","个","选手",19309,9,18,"010801.csv",1210,0.083
"一","场","奥运",19311,4,5,"010801.csv",127,0.029
"一","件","事",19332,39,43,"010801.csv",11023,0.951
"４０００","辆","车",19356,12,13,"010801.csv",8695,0.819
"一","位","开发商",19404,4,11,"010801.csv",505,0.234
"一","段","时间",19419,19,20,"010801.csv",29750,0.934
"１９","项","制度",19422,35,36,"010801.csv",1133,0.581
"一","家","中学",19450,6,7,"010801.csv",33,0.021
"１００","个","奖学金",19457,8,10,"010801.csv",35,0.407
"一","名","妇女",19463,5,6,"010801.csv",2261,0.639
"一","个","插曲",19485,17,18,"010801.csv",395,0.646
"５６","只","股票",19489,22,23,"010801.csv",5769,0.82
"一","把","火",19491,21,22,"010801.csv",535,0.713
"一","个","导火索",19495,25,26,"010801.csv",111,0.721
"多","个","产品",19496,40,41,"010801.csv",2932,0.517
"４","个","业绩",19499,6,8,"010801.csv",182,0.218
"一","起","演唱",19506,29,30,"010801.csv",8,0.098
"一","个","节目",19512,11,15,"010801.csv",2224,0.582
"第一","个","任务",19519,13,14,"010801.csv",1779,0.274
"五","家","银行",19524,39,40,"010801.csv",9552,0.881
"五","家","银行",19527,12,13,"010801.csv",9552,0.881
"五","家","参展",19538,7,12,"010801.csv",19,0.171
"一","家","中兴",19539,14,11,"010801.csv",3,0.231
"五","家","车企",19539,2,3,"010801.csv",6,0.667
"５０万","辆","车",19553,12,13,"010801.csv",8695,0.819
"４１万３千","辆","车",19554,8,9,"010801.csv",8695,0.819
