"num","classifier","noun","sent_num","cl_token_num","noun_token_num","file_name","cl_freq_for_noun","cl_prop_for_noun"
"一","个","球",9780,13,19,"010801.csv",7350,0.736
"一","名","高手",9782,12,14,"010801.csv",348,0.303
"三","个","冠军",9807,15,16,"010801.csv",8849,0.664
"首","个","冠军",9809,21,23,"010801.csv",8849,0.664
"一","个","选手",9820,13,15,"010801.csv",1210,0.083
"一","个","分水岭",9821,32,33,"010801.csv",256,0.742
"一","则","报道",9826,18,20,"010801.csv",244,0.133
"一","位","编辑",9832,23,24,"010801.csv",119,0.48
"三","块","牌子",9842,22,23,"010801.csv",578,0.591
"三","块","牌子",9843,32,33,"010801.csv",578,0.591
"一","家","总额",9862,37,39,"010801.csv",72,0.152
"一","块","资产",9863,10,14,"010801.csv",173,0.137
"一","笔","财富",9865,11,12,"010801.csv",683,0.812
"一","个","历练",9878,10,11,"010801.csv",19,0.576
"一","个","作者",9896,10,13,"010801.csv",81,0.233
"一","名","歌手",9900,5,7,"010801.csv",406,0.215
"一","件","事情",9932,12,13,"010801.csv",6971,0.82
"一","个","人",9935,18,19,"010801.csv",77696,0.793
"一","个","人",9938,7,12,"010801.csv",77696,0.793
"一","个","东西",9947,15,18,"010801.csv",1328,0.719
"一","首","歌",9956,13,14,"010801.csv",2679,0.947
"一","个","人",9959,8,9,"010801.csv",77696,0.793
"一","个","人",9969,14,19,"010801.csv",77696,0.793
"一","个","别人",9980,28,31,"010801.csv",80,0.762
"一","个","人",9990,18,19,"010801.csv",77696,0.793
"一","个","年",9999,9,10,"010801.csv",587,0.536
"一","场","地震",10039,23,24,"010801.csv",1051,0.6
"５","个","干部",10063,15,17,"010801.csv",722,0.131
"一","名","书记",10066,2,4,"010801.csv",161,0.298
"一","项","改革",10076,29,31,"010801.csv",322,0.387
"７","个","法院",10078,14,16,"010801.csv",216,0.319
"两","家","协调",10080,16,20,"010801.csv",9,0.078
"一","个","规律",10102,6,8,"010801.csv",491,0.82
"１９","家","券商",10133,7,13,"010801.csv",2555,0.882
"十几","家","股票",10139,10,12,"010801.csv",403,0.057
"一","个","股市",10140,2,3,"010801.csv",239,0.766
"两","个","通知",10163,26,27,"010801.csv",340,0.409
"一","个","产业",10165,29,30,"010801.csv",1789,0.878
"一","件","好事",10166,8,9,"010801.csv",1715,0.932
"六","间","房",10169,14,15,"010801.csv",1339,0.553
"四百","家","网站",10171,10,12,"010801.csv",3079,0.531
"几","个","网站",10179,17,19,"010801.csv",2627,0.453
"第二","个","方式",10180,23,24,"010801.csv",1062,0.767
"３","块","用地",10191,27,28,"010801.csv",276,0.368
"一","件","事",10221,11,13,"010801.csv",11023,0.951
"多","名","委员",10222,10,12,"010801.csv",1469,0.437
"一","项","制度",10233,15,18,"010801.csv",1133,0.581
"一","项","兴旺",10237,46,52,"010801.csv",2,0.222
"几","个","人",10260,31,34,"010801.csv",77696,0.793
"一","个","旅馆",10260,12,14,"010801.csv",158,0.204
"一","番","讨论",10264,2,3,"010801.csv",75,0.167
"几","个","人",10269,2,4,"010801.csv",77696,0.793
"一","位","人员",10279,17,19,"010801.csv",6933,0.227
"几","位","前任",10288,11,12,"010801.csv",48,0.608
"一","个","重点",10291,33,35,"010801.csv",1209,0.842
"一","张","武警",10314,7,9,"010801.csv",33,0.053
"一","名","话说",10315,8,12,"010801.csv",26,0.51
"一","场","风潮",10336,23,29,"010801.csv",40,0.435
"一","位","官员",10360,17,18,"010801.csv",3461,0.467
"数万","家","商店",10363,10,12,"010801.csv",882,0.752
"２５","名","弟子",10382,48,49,"010801.csv",138,0.405
"一","番","脑筋",10382,56,57,"010801.csv",95,0.896
"４","场","比赛",10389,2,3,"010801.csv",68993,0.883
"４","个","对手",10390,2,3,"010801.csv",4646,0.814
"一","个","结果",10402,48,51,"010801.csv",2518,0.619
"一","场","大考",10407,33,34,"010801.csv",57,0.891
"一","个","学生",10408,4,8,"010801.csv",3744,0.201
"４","场","比赛",10410,14,15,"010801.csv",68993,0.883
"一","个","成绩",10411,25,29,"010801.csv",706,0.257
"３","家","公司",10415,23,25,"010801.csv",70737,0.854
"２５","家","公司",10416,22,24,"010801.csv",70737,0.854
"２９","家","重仓",10416,5,7,"010801.csv",80,0.537
"１","家","公司",10429,25,27,"010801.csv",70737,0.854
"２８","只","重仓",10429,37,39,"010801.csv",59,0.396
"１","家","公司",10430,17,18,"010801.csv",70737,0.854
"３","家","公司",10430,23,24,"010801.csv",70737,0.854
"５","家","股票",10430,5,11,"010801.csv",403,0.057
"７","只","基金",10433,8,9,"010801.csv",13462,0.76
"１３","支","股",10435,12,14,"010801.csv",90,0.027
"３","家","持股",10437,27,30,"010801.csv",31,0.795
"１１","家","银行",10437,20,21,"010801.csv",9552,0.881
"三","家","银行",10438,13,14,"010801.csv",9552,0.881
"一","家","银行",10441,16,17,"010801.csv",9552,0.881
"一","个","旅行",10453,5,6,"010801.csv",47,0.47
"一","个","烦恼",10453,18,19,"010801.csv",57,0.704
"一","条","斜坡",10464,24,25,"010801.csv",7,0.047
"一","座","建筑",10466,11,14,"010801.csv",930,0.276
"一","座","建筑",10469,20,26,"010801.csv",930,0.276
"一","座","库房",10476,37,38,"010801.csv",12,0.122
"一","位","少年",10479,11,14,"010801.csv",160,0.109
"一","个","人",10490,7,8,"010801.csv",77696,0.793
"一","件","事情",10499,7,11,"010801.csv",6971,0.82
"一","个","大陆",10500,21,24,"010801.csv",102,0.416
"一","名","战士",10501,9,12,"010801.csv",2831,0.713
"一","个","满足感",10502,9,10,"010801.csv",2,0.333
"一","个","世界",10503,36,39,"010801.csv",2446,0.897
"两千五百多","个","调查",10505,25,29,"010801.csv",829,0.116
"一","个","功能",10507,3,5,"010801.csv",630,0.537
"一","个","细节",10529,13,14,"010801.csv",1408,0.958
"几","条","短信",10549,14,15,"010801.csv",2041,0.855
"一","个","决定",10550,7,10,"010801.csv",1465,0.783
"一","个","时间",10558,6,7,"010801.csv",1598,0.05
"两","家","公司",10610,3,4,"010801.csv",70737,0.854
"四","家","公司",10611,35,36,"010801.csv",70737,0.854
"４０多","家","公司",10611,12,13,"010801.csv",70737,0.854
"两","家","央企",10613,12,13,"010801.csv",481,0.899
"一","个","结果",10632,20,21,"010801.csv",2518,0.619
"一","个","动力",10639,45,51,"010801.csv",243,0.538
"两","个","竞争力",10645,19,20,"010801.csv",82,0.752
"一","个","感想",10646,5,6,"010801.csv",21,0.778
"第一","个","感想",10651,9,10,"010801.csv",21,0.778
"第二","个","感想",10652,2,3,"010801.csv",21,0.778
"第三","个","感想",10660,2,3,"010801.csv",21,0.778
"一","场","争议",10664,2,10,"010801.csv",55,0.192
"２３０","首","曲目",10669,34,35,"010801.csv",144,0.696
"一","场","争论",10671,51,54,"010801.csv",204,0.654
"一","封","电邮",10671,11,12,"010801.csv",23,0.535
"一","个","障碍",10671,44,46,"010801.csv",494,0.691
"一","份","报告",10679,8,9,"010801.csv",8470,0.768
"一","位","负责人",10682,2,10,"010801.csv",3672,0.638
"第一","家","公司",10686,22,31,"010801.csv",70737,0.854
"一","项","准则",10702,6,17,"010801.csv",58,0.245
"一","个","共同体",10713,18,22,"010801.csv",157,0.957
"两","位","老人",10721,22,23,"010801.csv",3379,0.689
"一","名","战士",10734,11,13,"010801.csv",2831,0.713
"两","位","老人",10746,8,9,"010801.csv",3379,0.689
"两","个","亲属",10755,25,26,"010801.csv",57,0.144
"一","个","姐姐",10756,17,18,"010801.csv",563,0.838
"两","个","人",10761,22,23,"010801.csv",77696,0.793
"几","起","事件",10788,31,35,"010801.csv",2714,0.53
"三百多","辆","车",10789,23,24,"010801.csv",8695,0.819
"一","条","电线",10804,17,24,"010801.csv",60,0.368
"一","场","袭击",10804,9,11,"010801.csv",84,0.167
"３１５","名","队员",10805,5,7,"010801.csv",10832,0.822
"６","个","小组",10806,24,25,"010801.csv",5261,0.944
"一","条","公路",10837,14,16,"010801.csv",2582,0.861
"１５","个","总队",10846,18,20,"010801.csv",128,0.883
"１５","个","部门",10847,8,11,"010801.csv",7038,0.853
"一","段","戏",10863,44,52,"010801.csv",219,0.06
"三","名","人员",10898,44,46,"010801.csv",20667,0.678
"一","个","大厅",10898,28,33,"010801.csv",207,0.714
"一","道","小门",10898,20,21,"010801.csv",3,0.046
"一","家","公司",10901,7,10,"010801.csv",70737,0.854
"两","位","小姐",10909,26,28,"010801.csv",511,0.5
"一","位","小姐",10910,6,8,"010801.csv",511,0.5
"一","条","马路",10912,13,14,"010801.csv",278,0.863
"一","段","时间",10923,3,4,"010801.csv",29750,0.934
"第一","个","封",10937,8,9,"010801.csv",10,0.128
"一","个","复兴",10970,31,36,"010801.csv",26,0.481
"几千","个","专卖店",10983,20,21,"010801.csv",27,0.066
"一","个","阶层",10984,2,9,"010801.csv",223,0.957
"一","家","公司",10985,25,26,"010801.csv",70737,0.854
"一","个","经营权",10985,5,18,"010801.csv",17,0.187
"多","个","行业",10991,52,53,"010801.csv",5807,0.892
"上千","个","国",11005,18,20,"010801.csv",1977,0.804
"多","个","国",11013,3,4,"010801.csv",1977,0.804
"一千多","个","国",11014,9,10,"010801.csv",1977,0.804
"一","个","社区",11018,11,16,"010801.csv",2363,0.885
"一","个","家庭",11019,10,12,"010801.csv",6338,0.923
"一","个","人",11027,4,5,"010801.csv",77696,0.793
"两","个","身体",11033,19,20,"010801.csv",197,0.73
"一","个","结构",11036,29,31,"010801.csv",491,0.694
"一","个","危险",11054,12,13,"010801.csv",153,0.781
"两","个","人格",11056,33,34,"010801.csv",15,0.789
"两","个","竞争",11058,5,6,"010801.csv",202,0.461
"一","个","秩序",11062,13,16,"010801.csv",131,0.662
"一","个","建筑",11066,3,8,"010801.csv",677,0.201
"两","个","贵族",11075,7,10,"010801.csv",47,0.734
"一","个","人格",11078,50,56,"010801.csv",15,0.789
"３","台","机",11154,19,22,"010801.csv",275,0.505
"多","家","企业",11155,17,19,"010801.csv",34585,0.759
"两","条","腿",11174,24,25,"010801.csv",2354,0.916
"二百余","名","代理商",11178,56,57,"010801.csv",20,0.078
"四","个","名牌",11185,7,10,"010801.csv",65,0.677
"第一","个","称号",11188,13,20,"010801.csv",232,0.751
"一","个","商标",11194,18,19,"010801.csv",200,0.709
"一","个","商标",11194,40,46,"010801.csv",200,0.709
"两百多","块","钱",11194,31,32,"010801.csv",8244,0.839
"两","个","杯子",11209,5,6,"010801.csv",147,0.886
"一","个","异类",11213,11,13,"010801.csv",49,0.961
"一","个","产业",11214,4,14,"010801.csv",1789,0.878
"一","个","副局长",11218,6,8,"010801.csv",76,0.168
"一","家","企业",11225,48,51,"010801.csv",34585,0.759
"一","名","员工",11277,4,5,"010801.csv",7069,0.772
"一","篇","报道",11293,9,10,"010801.csv",1128,0.617
"１７","条","大道",11299,13,15,"010801.csv",391,0.933
"一","笔","资金",11308,7,8,"010801.csv",651,0.442
"一","把","火",11319,25,26,"010801.csv",535,0.713
"４０","家","脸色",11322,21,25,"010801.csv",4,0.222
"一","个","行业",11340,13,14,"010801.csv",5807,0.892
"一","个","王者",11346,2,3,"010801.csv",51,0.739
"１６万","辆","年产量",11347,14,16,"010801.csv",4,0.045
"一","个","公司",11358,14,16,"010801.csv",7730,0.093
"首","位","董事",11367,36,39,"010801.csv",378,0.323
"８","家","厂",11370,14,16,"010801.csv",331,0.427
"１０３０万","辆","汽车",11375,7,8,"010801.csv",4344,0.86
"８","家","厂商",11379,6,8,"010801.csv",1472,0.843
"一","位","小伙子",11405,33,34,"010801.csv",378,0.266
"一","辆","牌号",11405,14,15,"010801.csv",142,0.676
"２５","个","代售点",11412,25,27,"010801.csv",58,0.806
"第一","个","高峰",11416,8,10,"010801.csv",1240,0.886
"一","个","电话",11430,7,10,"010801.csv",4559,0.706
"一","辆","小汽车",11460,19,21,"010801.csv",115,0.858
"９０","条","规定",11464,26,34,"010801.csv",4060,0.789
"４９","条","赔偿",11469,38,41,"010801.csv",6,0.075
"一","个","站长",11477,8,14,"010801.csv",24,0.369
"一","个","深山",11483,18,19,"010801.csv",15,0.469
"一","个","罐头",11483,24,25,"010801.csv",9,0.529
"一","部","手机",11487,16,17,"010801.csv",2696,0.735
"一","部","手机",11488,8,10,"010801.csv",2696,0.735
"４９","条","规定",11489,5,10,"010801.csv",4060,0.789
"多","家","销售",11491,11,13,"010801.csv",124,0.214
"多","家","超市",11492,10,11,"010801.csv",1758,0.828
"一","个","超市",11494,8,9,"010801.csv",311,0.147
"一","个","公司",11503,9,12,"010801.csv",7730,0.093
"一","件","坏事",11510,15,16,"010801.csv",257,0.938
"五六","个","职业",11513,9,14,"010801.csv",510,0.694
"一","个","飞跃",11514,21,22,"010801.csv",286,0.969
"一","家","企业",11530,20,22,"010801.csv",34585,0.759
"十","个","人都",11539,7,10,"010801.csv",4,0.308
"一","部","美人",11548,4,12,"010801.csv",12,0.086
"两","名","民警",11550,25,26,"010801.csv",2869,0.743
"一","名","男子",11550,30,36,"010801.csv",11247,0.8
"两","名","民警",11551,16,17,"010801.csv",2869,0.743
"一","张","大网",11555,30,34,"010801.csv",98,0.97
"两","个","哥们",11558,7,8,"010801.csv",61,0.953
"两","辆","汽车",11566,18,19,"010801.csv",4344,0.86
"两","名","民警",11567,6,7,"010801.csv",2869,0.743
"两","名","民警",11570,2,3,"010801.csv",2869,0.743
"一","个","朋友",11576,28,29,"010801.csv",4873,0.565
"一","个","团伙",11579,24,32,"010801.csv",827,0.937
"几","个","小兄弟",11588,11,12,"010801.csv",52,0.945
"一","个","小兄弟",11588,23,24,"010801.csv",52,0.945
"一","家","酒店",11588,15,16,"010801.csv",3988,0.735
"几","个","小兄弟",11590,29,31,"010801.csv",52,0.945
"一","个","小兄弟",11592,7,9,"010801.csv",52,0.945
"几","个","兄弟",11595,19,21,"010801.csv",515,0.632
"一","个","包厢",11595,30,31,"010801.csv",110,0.846
"两","条","香烟",11596,11,13,"010801.csv",71,0.213
"１００","块","钱",11598,36,37,"010801.csv",8244,0.839
"一","个","性质",11606,15,21,"010801.csv",122,0.519
"一","家","公司",11622,32,36,"010801.csv",70737,0.854
"一","个","人",11626,9,12,"010801.csv",77696,0.793
"一","个","地方",11645,26,29,"010801.csv",6837,0.876
"一","个","地方",11645,32,36,"010801.csv",6837,0.876
"一","个","需求",11645,7,11,"010801.csv",262,0.662
"４０","个","孩子",11646,26,27,"010801.csv",15623,0.864
"一","间","教室",11646,19,20,"010801.csv",623,0.601
"１８","个","女孩",11649,8,10,"010801.csv",5061,0.647
"一","间","宿舍",11649,13,14,"010801.csv",316,0.456
"一","个","选择",11670,15,16,"010801.csv",3221,0.927
"一","个","洞",11696,12,14,"010801.csv",1152,0.753
"一","场","灾难",11702,8,9,"010801.csv",1357,0.833
"一","个","答案",11716,4,14,"010801.csv",1111,0.938
"一","个","艺人",11721,10,16,"010801.csv",502,0.22
"一","件","事物",11744,13,15,"010801.csv",26,0.138
"６","首","歌",11747,6,7,"010801.csv",2679,0.947
"一","个","歌手",11776,10,11,"010801.csv",688,0.364
"一","名","歌手",11781,35,36,"010801.csv",406,0.215
"一","名","歌手",11781,22,23,"010801.csv",406,0.215
"一","段","时间",11812,8,9,"010801.csv",29750,0.934
"一","个","词",11829,8,9,"010801.csv",2237,0.937
"一","个","因素",11851,21,22,"010801.csv",7457,0.929
"一","项","举措",11871,15,17,"010801.csv",1462,0.636
"首","个","储备库",11888,8,12,"010801.csv",39,0.765
"一","个","案例",11888,25,27,"010801.csv",1495,0.816
"一","位","人士",11892,6,8,"010801.csv",16112,0.844
"一","个","市场",11895,5,11,"010801.csv",8475,0.877
"一","个","指标",11898,12,16,"010801.csv",2162,0.494
"一","家","工作",11899,3,7,"010801.csv",533,0.056
"两","家","企业",11954,7,9,"010801.csv",34585,0.759
"两","家","公司",11957,8,9,"010801.csv",70737,0.854
"一","家","企业",11986,10,11,"010801.csv",34585,0.759
"４","个","位次",11995,21,22,"010801.csv",51,0.879
"三","位","一体",11997,13,14,"010801.csv",252,0.906
"一","个","因素",12010,22,24,"010801.csv",7457,0.929
"一","把","双刃剑",12031,7,8,"010801.csv",701,0.858
"一","个","总量",12033,8,10,"010801.csv",95,0.613
"三","位","一体",12034,10,11,"010801.csv",252,0.906
"双","重","压力",12047,24,25,"010801.csv",843,0.663
"一","个","抉择",12048,8,10,"010801.csv",190,0.841
"三","位","一体",12052,11,12,"010801.csv",252,0.906
"３","个","位次",12061,25,26,"010801.csv",51,0.879
"三","位","一体",12063,3,4,"010801.csv",252,0.906
"两","个","三位一体",12068,6,7,"010801.csv",17,0.81
"第二","个","一体",12069,27,30,"010801.csv",22,0.079
"三","位","一体",12069,29,30,"010801.csv",252,0.906
"第一","个","服务业",12069,10,3,"010801.csv",37,0.607
"一","个","朋友",12075,7,8,"010801.csv",4873,0.565
"３","间","新房",12084,25,26,"010801.csv",31,0.413
"一","家","人",12096,13,14,"010801.csv",12915,0.132
"几","个","硬币",12098,9,10,"010801.csv",95,0.265
"一","个","地方",12114,10,13,"010801.csv",6837,0.876
"一","个","东西",12117,14,15,"010801.csv",1328,0.719
"第三","个","被告",12121,6,7,"010801.csv",54,0.067
"几","个","人",12123,2,3,"010801.csv",77696,0.793
"几","个","烧饼",12134,7,8,"010801.csv",38,0.905
"几","个","朋友",12136,2,4,"010801.csv",4873,0.565
"几","株","植物",12145,7,8,"010801.csv",51,0.338
"一","条","产业链",12165,19,25,"010801.csv",237,0.468
"三","个","中心",12170,10,11,"010801.csv",5367,0.693
"一","支","队伍",12210,8,20,"010801.csv",7924,0.895
"多","家","公司",12221,19,27,"010801.csv",70737,0.854
"一","个","时期",12230,34,35,"010801.csv",5015,0.603
"一","个","催化剂",12237,44,49,"010801.csv",68,0.747
"一","个","市场",12279,18,19,"010801.csv",8475,0.877
"一","段","时间",12290,21,22,"010801.csv",29750,0.934
"十四","只","组合",12309,6,8,"010801.csv",33,0.026
"两","只","新股",12320,30,34,"010801.csv",1159,0.838
"一","段","时间",12346,17,18,"010801.csv",29750,0.934
"几","座","城市",12379,5,6,"010801.csv",3082,0.108
"一","个","人",12386,41,42,"010801.csv",77696,0.793
"两","个","人",12386,28,29,"010801.csv",77696,0.793
"两","个","混凝土",12389,31,32,"010801.csv",9,0.08
"一","个","孤岛",12393,18,21,"010801.csv",175,0.483
"一","个","人选",12397,20,21,"010801.csv",481,0.497
"一","位","同行",12433,4,5,"010801.csv",328,0.539
"一","名","学生",12440,9,14,"010801.csv",13320,0.714
"一","栋","宿舍",12440,18,19,"010801.csv",90,0.13
"多","个","编辑",12447,8,13,"010801.csv",64,0.258
"十几","个","图标",12460,16,17,"010801.csv",51,0.823
"一","个","故事",12460,21,25,"010801.csv",4623,0.77
"一","段","制作",12467,8,13,"010801.csv",7,0.036
"一","间","地下室",12469,14,15,"010801.csv",35,0.376
"一","个","书店",12472,32,34,"010801.csv",39,0.12
"一","张","地图",12472,12,13,"010801.csv",362,0.554
"一","位","老太太",12479,9,10,"010801.csv",384,0.494
